股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
601100,2026-06-12,436.12214908,409.05200586,440.97906132,409.05200586,20224328,2397810261.34,7.3,-28.46,1.5084,-6.5056
601111,2026-06-12,7.00977456,7.18158276,7.26175992,6.99832068,161478572,1006331022.32,3.86,0.36,1.3875,5.2013
601117,2026-06-12,9.68912352,9.88659207,10.03140234,9.63646524,127083422,950381611.14,4.09,0.22,2.0874,2.3161
601127,2026-06-12,73.25089139,72.91112787,74.14277063,71.137987,27142534,1860210480.24,4.18,1.02,1.743,1.4178
601136,2026-06-12,13.74750288,14.43436544,14.5061272,13.57322432,22381333,308468374.33,6.71,0.52,0.8188,3.7583
601138,2026-06-12,85.6819788,83.5262326,86.0631052,83.3714,146502828,10432761744.22,3.25,0.73,0.7383,0.8774
601166,2026-06-12,109.49559073,111.41131457,111.77051279,108.9567934,151011707,2789975318.25,2.57,1.92,0.7136,1.7496
601169,2026-06-12,25.5240356,25.9675034,25.9675034,25.4254872,160808054,840670409.69,2.12,0.39,0.7606,1.5414
601186,2026-06-12,9.33119859,9.44912843,9.49335212,9.30171613,62682407,400425964.16,2.06,0.15,0.5449,1.5848
601211,2026-06-12,23.09831545,23.7291236,23.82307375,22.7627792,202071287,3534033365.11,4.59,0.62,1.4972,2.6713
601225,2026-06-12,46.16978625,46.952325,47.1262225,45.75243225,54537265,1459015834.62,2.93,0.12,0.5625,0.2599
601229,2026-06-12,35.07747196,36.04008096,36.04008096,34.88495016,60889621,562702964.5,3.28,0.85,0.4285,2.407
601236,2026-06-12,7.91477568,8.3056288,8.3056288,7.79263408,50072560,330577715.14,6.5,0.42,1.0616,5.2632
601238,2026-06-12,10.42116238,10.61983272,10.72819836,10.3850405,26277273,154019390.15,3.3,0.23,0.3559,2.2609
601288,2026-06-12,15.0918306,15.5491588,15.57202521,14.93176573,460068741,3086106290.19,4.19,0.27,0.1441,1.7964
