股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
000338,2026-06-12,678.5817919,656.54078,681.8644958,655.1339069,131031426,3711317595.84,4.13,10.08,2.6454,1.5597
000338,2026-06-15,669.6715956,688.8988613,688.8988613,661.46483585,124194927,3583006919.91,4.18,32.36,2.5074,4.9286
000338,2026-06-16,684.2092843,659.12004735,693.5884383,650.4443299,124411466,3523236287.35,6.26,-29.78,2.5117,-4.3227
000338,2026-06-17,662.40275125,686.5540728,701.79519805,658.4166108,105522055,3084218383.37,6.58,27.43,2.1304,4.1622
000338,2026-06-18,695.4642691,705.54685965,735.7946313,691.7126075,132410171,4043331587.78,6.42,18.99,2.6732,2.7664
000408,2026-06-12,334.184604,340.48269846,347.6805207,328.74339314,19099178,1515731840.22,5.82,14.82,1.2174,4.552
000408,2026-06-15,351.27943182,350.72245748,358.1773448,342.75344,23591247,1932349194.98,4.53,10.24,1.5037,3.0074
000408,2026-06-16,349.09437864,327.07247012,349.35144372,326.60118414,17759776,1392353654.96,6.49,-23.65,1.132,-6.7432
000408,2026-06-17,330.5428487,330.67138124,333.92753892,324.24475424,11468288,882494842.0,2.96,3.6,0.731,1.1003
000408,2026-06-18,326.72971668,327.41522356,340.35416592,321.80263598,15143161,1166106282.84,5.61,-3.26,0.9652,-0.9847
000425,2026-06-12,298.10186112,303.42510864,309.08105913,293.77672251,219710098,2002845185.91,5.2,8.98,2.4411,3.0508
000425,2026-06-15,310.07916804,308.41565319,316.73322744,304.42321755,121803546,1136428833.48,4.06,4.99,1.3533,1.6447
000425,2026-06-16,309.08105913,305.75402943,311.07727695,303.09240567,100475038,924582814.11,2.59,-2.66,1.1163,-0.863
000425,2026-06-17,303.75781161,307.75024725,308.41565319,301.09618785,114504699,1046968749.71,2.39,2.0,1.2722,0.6529
000425,2026-06-18,305.75402943,299.09997003,308.08295022,294.77483142,121351695,1095002363.93,4.32,-8.65,1.3483,-2.8108
000538,2026-06-12,1161.10146312,1162.9401036,1178.56854768,1151.4486006,13699808,694467764.16,2.33,1.15,0.7727,0.0989
000538,2026-06-15,1163.39976372,1152.5977509,1163.39976372,1142.2553982,11185863,559754614.24,1.82,-10.34,0.6309,-0.8893
