date,w_opt,best_ret,trend_score,breadth_score,accel_decline_score,volatility_score,composite,ret_5d,ret_10d,ret_20d,ratio_ma20,vol_20,vol_60,market_up_ratio_5d,market_return_5d,market_volatility_5d,consecutive_downs,w0_ret,w1_ret,w_opt_smoothed
2026-03-31,1.0,-0.015395989394213225,0.6,0.7,0.0,0.0,0.355,-0.8508976190476192,-5.232160119047619,-6.1834410714285735,0.5,0.0,0.0,0.4,-0.17017952380952384,1.0665289138822873,0.0,-0.02504399236244898,-0.015395989394213225,0.655481753634918
2026-04-01,0.9,0.07195676141346494,0.35,0.7,0.0,0.0,0.27999999999999997,-0.6432592814371259,-3.8712592814371263,-3.5442221556886215,0.5,0.0,0.0,0.4,-0.12865185628742518,1.1372818424659912,0.0,0.06129747570014082,0.07195676141346494,0.777740876817459
2026-04-02,0.8,0.10394168821588472,0.45,0.7,0.0,0.0,0.31,-0.14313293413173644,-3.0947958083832336,-5.111784431137724,0.5,0.0,0.0,0.4,-0.028626586826347288,1.0184046072830044,0.0,0.05232003880154053,0.1039416882158847,0.7888704384087295
2026-04-03,0.7,0.07988278621350785,0.85,0.7,0.0,0.0,0.43,-1.762423353293413,-3.239645508982036,-6.894419161676646,0.5,0.0,0.0,0.2,-0.3524846706586826,1.0849674256985418,0.0,0.06703908239216892,0.07988278621350785,0.7444352192043647
2026-04-07,0.2,0.0764365061949813,0.5,0.7,0.0,0.0,0.32499999999999996,-1.3521771084337348,0.3451409638554219,-5.971571686746987,0.5,0.0,0.0,0.4,-0.27043542168674695,1.1049064779532773,0.0,0.06544604258378862,0.050910914023853525,0.4722176096021824
2026-04-08,0.7,0.11481296988226741,0.0,0.4,0.0,0.0,0.1,2.571471686746988,1.770727108433735,-3.7655403614457827,0.5,0.0,0.0,0.6,0.5142943373493976,1.7011871707799877,0.0,0.0451657322062757,0.11481296988226741,0.5861088048010912
2026-04-09,0.1,0.039913351674238366,0.25,0.7,0.0,0.0,0.25,0.03315722891566297,-0.5653234939759029,-5.512003012048193,0.5,0.0,0.0,0.4,0.006631445783132595,1.7214255116333015,0.0,0.026429578854765774,0.03667182928190756,0.3430544024005456
2026-04-10,0.8,0.08358141192743973,0.0,0.4,0.0,0.0,0.1,1.6983533333333332,1.601581212121212,-4.850949090909092,0.5,0.0,0.0,0.6,0.3396706666666666,1.6754914480914174,0.0,0.05777811425994134,0.08358141192743973,0.5715272012002728
2026-04-13,0.7,0.06281256127203702,0.0,0.4,0.0,0.0,0.1,2.907961818181818,1.198142424242424,-4.157875151515152,0.5,0.0,0.0,0.8,0.5815923636363636,1.4804165934652562,0.0,0.01273401050394467,0.062812561272037,0.6357636006001364
2026-04-14,0.2,0.03277473945904093,0.0,0.15,0.0,0.0,0.0375,3.340272727272727,1.998119393939394,-2.956326060606062,0.5,0.0,0.0,0.8,0.6680545454545455,1.4633609705200297,0.0,0.02326742542656989,0.03254601447263107,0.41788180030006816
2026-04-15,0.0,0.09539663821974087,0.0,0.15,0.0,0.0,0.0375,0.17450424242424234,2.7454503806356243,-2.5042069364375465,0.5,0.0,0.0,0.6,0.034900848484848465,0.739401606626243,0.0,0.09539663821974087,0.07688811879745791,0.20894090015003408
2026-04-16,0.0,0.11548790151668956,0.0,0.15,0.0,0.0,0.0375,1.847020731707317,1.8721762195121951,-2.034429878048781,0.5,0.0,0.0,0.8,0.3694041463414634,0.43316610410855927,0.0,0.11548790151668956,0.1145284509112393,0.10447045007501704
2026-04-17,0.0,0.052773115877538336,0.0,0.15,0.0,0.0,0.0375,0.5164042682926829,2.1728152439024395,-0.9520664634146336,0.5,0.0,0.0,0.6,0.10328085365853659,0.49962534305975004,0.0,0.052773115877538336,0.022572528561562805,0.05223522503750852
2026-04-20,0.3,0.07556731493466147,0.0,0.15,0.0,0.0,0.0375,1.296568292682927,4.163396341463415,0.9051158536585369,0.5,0.0,0.0,0.6,0.2593136585365854,0.5890734715916184,0.0,0.06312563744384524,0.041903492115449914,0.17611761251875424
2026-04-21,0.0,0.05685572750691352,0.0,0.15,0.0,0.0,0.0375,0.6599834355828219,4.003733742331288,4.256849079754601,0.5,0.0,0.0,0.6,0.13199668711656437,0.5500706514222165,0.0,0.05685572750691352,0.050745599576715976,0.08805880625937712
2026-04-22,0.7,0.013268653957006677,0.0,0.15,0.0,0.0,0.0375,1.0215208588957054,1.2575257668711655,2.9004564417177923,0.5,0.0,0.0,0.8,0.2043041717791411,0.5161230808218886,0.0,0.010185566364469413,-0.011723508279222408,0.39402940312968854
2026-04-23,0.0,0.09172813577293008,0.0,0.15,0.0,0.0,0.0375,0.5828521472392637,2.4666331288343555,1.8233386503067486,0.5,0.0,0.0,0.8,0.11657042944785274,0.47180615133922277,0.0,0.09172813577293008,0.020635120830650208,0.19701470156484427
2026-04-24,0.7,0.09422985126084643,0.0,0.15,0.0,0.0,0.0375,0.6587462962962962,1.1798567901234565,2.6750000000000003,0.5,0.0,0.0,0.6,0.13174925925925923,0.4050655631815836,0.0,0.06553153179161621,0.08773302586402101,0.4485073507824221
2026-04-27,0.1,0.1169597372546951,0.0,0.4,0.5,0.0,0.225,-0.006212962962962934,1.2334759259259258,2.3379549382716056,0.5,0.0,0.0,0.6,-0.0012425925925925868,0.20574181278033715,0.0,0.09823867959039372,0.10564598002184955,0.27425367539121104
2026-04-28,0.7,0.11075512623869704,0.0,0.4,0.5,0.0,0.225,-0.04411851851851849,0.5590808641975309,2.4852604938271607,0.5,0.0,0.0,0.6,-0.008823703703703698,0.20646056010868444,0.0,0.09954435809597878,0.09755948793113088,0.4871268376956055
2026-04-29,0.9,0.0740111660773893,0.0,0.15,0.0,0.0,0.0375,0.5836413580246913,1.542466049382716,4.279440123456791,0.5,0.0,0.0,0.6,0.11672827160493826,0.41269636461104026,0.0,0.06206268711298798,0.0740111660773893,0.6935634188478028
2026-04-30,0.1,0.08912249920580334,0.0,0.15,0.0,0.0,0.0375,0.34333167701863354,0.8368422360248448,2.7354695652173904,0.5,0.0,0.0,0.4,0.06866633540372671,0.42775423334029367,0.0,0.0860369428010889,0.03466772641642111,0.3967817094239014
2026-05-06,0.3,0.0165839313471031,0.0,0.15,0.0,0.0,0.0375,1.818578260869565,2.4579124223602484,4.614896273291925,0.5,0.0,0.0,0.6,0.363715652173913,0.5326306951596906,0.0,-0.005350561270498214,0.011709283952623054,0.3483908547119507
2026-05-07,0.0,0.13098623315670493,0.0,0.15,0.0,0.0,0.0375,1.9325012422360248,1.9003534161490683,5.987301242236025,0.5,0.0,0.0,0.6,0.386500248447205,0.5200070230109127,0.0,0.13098623315670493,0.10780802208365922,0.17419542735597535
2026-05-08,0.6,0.028866010029876592,0.0,0.15,0.0,0.0,0.0375,1.9089618750000001,1.861294375,5.844477499999999,0.5,0.0,0.0,0.6,0.381792375,0.5313117233247029,0.0,0.0195664626196961,0.028866010029876592,0.3870977136779877
2026-05-11,0.5,-0.010970705758853205,0.0,0.15,0.0,0.0,0.0375,2.0377206250000004,2.5993537500000006,3.824554375,0.5,0.0,0.0,0.6,0.4075441250000001,0.5573191358392229,0.0,-0.010970705758853207,-0.04754181953432616,0.4435488568389938
2026-05-12,0.8,0.058106840603610446,0.0,0.15,0.0,0.0,0.0375,1.7769650000000003,2.1495631250000002,4.561289375,0.5,0.0,0.0,0.6,0.35539300000000007,0.6219095726104965,0.0,0.007423107529337669,0.03670950158362991,0.6217744284194969
2026-05-13,0.1,0.025010901894234376,0.0,0.15,0.0,0.0,0.0375,1.33357875,3.192873125,4.3815175,0.5,0.0,0.0,0.6,0.26671575000000003,0.5108433665845888,0.0,0.02332725762517541,0.019922689566938295,0.36088721420974845
2026-05-14,0.0,0.06872265486300379,0.0,0.4,0.5,0.0,0.225,-0.49292515723270425,1.3966729559748432,2.598247798742139,0.5,0.0,0.0,0.4,-0.09858503144654085,0.9963733272556053,0.0,0.06872265486300379,0.06382518026637696,0.18044360710487423
2026-05-15,0.2,0.09861479341659915,0.25,0.7,0.5,0.0,0.375,-1.6082886792452828,0.2493993710691822,0.7766289308176104,0.5,0.0,0.0,0.4,-0.32165773584905655,1.1128476296301957,0.0,0.08181727746736212,0.06126677793275843,0.19022180355243712
2026-05-18,0.3,0.2200707799822922,0.4,0.7,0.5,0.0,0.42,-2.7821748427672954,-0.7732075471698111,0.6864452830188678,0.5,0.0,0.0,0.2,-0.5564349685534591,0.8913236812040679,0.0,0.16327047980818302,0.20989043410130284,0.24511090177621855
2026-05-19,0.0,0.1871451564663601,0.25,0.7,0.5,0.0,0.375,-1.546881012658228,0.12010316455696168,0.9089468354430379,0.5,0.0,0.0,0.4,-0.3093762025316456,1.130731942116968,0.0,0.1871451564663601,0.15379150374601905,0.12255545088810928
2026-05-20,1.0,0.1535418934205366,0.6000000000000001,0.7,0.5,0.0,0.48,-2.5302531645569624,-1.2987955696202536,1.0795468354430378,0.5,0.0,0.0,0.2,-0.5060506329113925,1.0130161712940997,0.0,0.13535858289330244,0.1535418934205366,0.5612777254440546
2026-05-21,0.2,0.154083636238405,0.75,0.7,0.5,0.0,0.5249999999999999,-2.3266974683544306,-2.907880379746836,-1.1544765822784815,0.5,0.0,0.0,0.2,-0.4653394936708861,0.9590528363344059,0.0,0.09928830055197108,0.154083636238405,0.3806388627220273
2026-05-22,0.0,0.11745895754174644,0.45,0.7,0.5,0.0,0.435,-0.9343329113924052,-2.6150829113924052,-0.9282360759493674,0.5,0.0,0.0,0.4,-0.18686658227848102,0.8949042475999857,0.0,0.11745895754174644,0.07485476236257582,0.19031943136101365
2026-05-25,0.2,0.06328264518675017,0.2,0.7,0.0,0.0,0.235,-0.0343,-2.985268789808918,-0.559571337579618,0.5,0.0,0.0,0.6,-0.00686,0.9339216276362146,0.0,0.043579589370206076,0.06328264518675017,0.19515971568050683
2026-05-26,0.7,-0.04923505055158414,0.2,0.7,0.8,0.0,0.435,-1.0070203821656052,-2.5862184713375798,-0.5793248407643313,0.5,0.0,0.0,0.6,-0.20140407643312103,0.7459211344306691,0.0,-0.05412033724991394,-0.04923505055158414,0.4475798578402534
2026-05-27,0.1,0.05130469753105336,0.35,0.7,0.8,0.0,0.48,-1.5635299363057324,-4.129994904458599,-1.1481292993630572,0.5,0.0,0.0,0.6,-0.3127059872611465,0.8170060237139128,0.0,0.031802957441077945,0.02291758970835933,0.2737899289201267
